sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
9.31,6.02,23.88,2.00,4.00,4.77,0.86,3.00,average,sunny,10.00,1.00
10.01,8.87,16.42,3.00,6.00,6.36,0.80,0.00,poor,rainy,6.89,1.00
10.09,6.63,9.77,4.00,6.00,2.28,1.66,4.00,average,rainy,8.14,2.32
8.81,4.90,10.90,2.00,5.00,5.08,0.69,0.00,poor,cloudy,7.50,1.00
8.54,4.63,16.52,0.00,6.00,8.01,2.99,0.00,average,rainy,7.96,1.00
7.89,4.29,0.12,2.00,10.00,4.87,3.34,0.00,average,snowy,5.54,1.33
8.17,7.36,1.64,1.00,4.00,5.44,2.78,1.00,average,sunny,3.77,1.00
6.17,3.75,42.62,4.00,3.00,5.39,2.35,2.00,average,snowy,10.00,3.19
5.77,5.09,1.62,1.00,8.00,7.12,2.06,4.00,good,sunny,4.38,2.23
6.99,5.10,24.54,2.00,6.00,5.40,0.95,1.00,average,snowy,9.22,1.00
6.74,4.00,50.52,1.00,7.00,9.94,2.83,2.00,average,sunny,10.00,1.00
6.32,2.26,6.31,4.00,5.00,5.46,3.37,0.00,good,snowy,5.96,2.24
8.04,5.65,9.26,1.00,6.00,4.13,1.66,3.00,good,sunny,7.76,1.00
8.43,4.88,16.83,2.00,2.00,8.02,1.96,1.00,good,cloudy,9.00,1.00
7.13,6.00,42.69,4.00,4.00,4.58,1.19,0.00,poor,rainy,10.00,2.36
9.22,3.93,56.91,3.00,4.00,3.80,1.67,0.00,average,rainy,10.00,1.00
5.29,7.44,26.91,9.00,5.00,2.62,0.74,0.00,average,rainy,8.16,8.77
6.71,3.25,1.81,1.00,6.00,5.96,1.71,1.00,average,rainy,5.16,1.00
5.92,8.42,22.12,0.00,6.00,4.09,2.43,1.00,poor,sunny,6.62,1.00
4.20,1.50,10.56,1.00,3.00,3.45,2.33,0.00,average,snowy,7.71,1.00
6.88,5.87,12.72,2.00,6.00,3.87,2.25,0.00,good,snowy,7.81,1.00
6.82,5.95,1.01,1.00,3.00,4.27,0.00,0.00,average,cloudy,4.37,1.00
9.27,3.41,4.24,0.00,7.00,6.67,2.05,1.00,average,rainy,7.26,1.00
7.95,5.85,31.26,5.00,3.00,5.97,2.61,1.00,poor,rainy,10.00,2.34
5.46,7.56,12.10,5.00,6.00,4.71,1.99,0.00,good,cloudy,4.74,3.35
9.78,0.57,7.18,7.00,9.00,6.12,3.14,0.00,average,rainy,10.00,5.35
8.83,6.01,9.69,2.00,3.00,4.79,1.90,3.00,poor,cloudy,7.74,1.00
7.87,0.01,38.54,4.00,5.00,5.41,2.40,0.00,good,rainy,10.00,2.94
6.66,3.07,27.65,6.00,7.00,3.67,1.00,0.00,good,snowy,10.00,5.29
5.56,8.26,6.36,3.00,2.00,3.68,2.59,1.00,good,cloudy,4.84,1.14
6.44,3.84,2.50,7.00,4.00,5.30,2.79,1.00,good,snowy,5.91,5.52
8.63,2.65,5.81,3.00,4.00,5.31,1.29,1.00,average,rainy,8.38,1.00
9.83,4.60,50.70,4.00,12.00,7.02,0.57,1.00,good,snowy,10.00,4.63
9.31,9.14,17.43,2.00,3.00,6.00,1.55,1.00,average,snowy,7.28,1.00
6.27,1.34,15.25,3.00,4.00,4.02,1.00,0.00,average,sunny,10.00,1.00
5.32,2.90,18.15,2.00,7.00,2.44,2.60,0.00,poor,rainy,8.07,1.48
7.21,7.99,9.12,2.00,6.00,6.77,1.51,1.00,poor,sunny,5.20,1.00
4.35,8.72,32.91,5.00,9.00,5.66,2.72,1.00,average,cloudy,8.92,5.65
7.48,4.79,14.82,2.00,6.00,6.94,0.44,0.00,poor,sunny,6.80,1.00
6.78,2.52,2.48,3.00,3.00,5.92,1.17,1.00,average,rainy,6.33,1.51
6.30,9.19,2.76,4.00,3.00,8.61,1.24,3.00,average,sunny,1.93,2.77
4.61,8.19,15.39,1.00,1.00,4.57,2.28,2.00,average,sunny,5.81,1.00
7.77,6.36,55.16,1.00,4.00,5.08,0.00,0.00,poor,rainy,10.00,1.00
6.20,3.38,7.37,3.00,4.00,6.58,1.73,2.00,poor,snowy,6.02,1.84
5.25,4.90,40.73,3.00,2.00,6.73,1.64,2.00,average,cloudy,10.00,1.00
2.69,4.68,28.89,3.00,2.00,5.65,2.36,0.00,average,sunny,8.84,3.34
6.96,5.66,5.70,3.00,8.00,1.82,2.05,0.00,poor,rainy,6.53,2.18
9.66,7.90,0.74,1.00,8.00,1.46,1.05,0.00,average,sunny,6.00,1.00
9.49,6.76,2.15,3.00,6.00,4.23,0.00,3.00,good,cloudy,5.02,1.00
6.31,2.85,26.08,3.00,7.00,5.04,1.23,1.00,poor,cloudy,10.00,3.35
6.10,7.75,4.45,0.00,1.00,1.26,0.73,2.00,average,cloudy,4.50,1.00
7.70,5.63,9.28,2.00,6.00,4.94,0.79,2.00,average,sunny,6.54,1.00
5.50,6.37,13.93,1.00,5.00,6.30,1.27,1.00,good,snowy,7.21,1.00
7.45,7.93,25.85,3.00,7.00,4.88,2.82,0.00,poor,snowy,9.19,2.49
8.15,2.78,2.40,2.00,11.00,5.59,0.73,2.00,average,snowy,6.79,1.99
8.84,4.93,10.43,1.00,1.00,6.18,0.15,1.00,good,rainy,7.64,1.00
6.85,3.94,13.27,3.00,5.00,1.80,1.42,4.00,average,snowy,8.82,1.93
6.69,1.86,15.57,3.00,5.00,6.31,1.72,1.00,average,snowy,8.10,2.35
5.68,5.69,34.11,4.00,5.00,3.53,1.65,0.00,poor,cloudy,10.00,3.48
5.76,10.02,3.77,1.00,3.00,4.52,1.34,1.00,good,rainy,1.96,1.00
6.66,1.32,32.99,1.00,4.00,3.68,1.76,1.00,good,cloudy,10.00,1.00
7.55,4.94,23.61,7.00,6.00,7.15,2.22,1.00,average,sunny,9.81,5.15
8.37,6.28,16.23,1.00,7.00,2.66,1.13,0.00,poor,sunny,8.60,1.00
5.80,5.25,24.05,5.00,7.00,7.76,3.00,1.00,poor,cloudy,8.55,5.33
9.24,4.77,10.62,0.00,2.00,9.78,1.82,2.00,average,rainy,8.39,1.00
6.59,2.40,2.98,7.00,5.00,1.90,2.98,0.00,average,snowy,7.55,6.09
6.97,5.47,21.92,3.00,8.00,3.83,2.26,0.00,average,snowy,9.36,2.37
5.88,3.49,14.88,1.00,6.00,6.22,0.74,1.00,average,rainy,7.52,1.00
3.36,0.62,20.40,4.00,8.00,3.01,0.05,1.00,good,snowy,9.29,5.04
8.33,7.39,8.25,5.00,4.00,4.46,3.06,1.00,average,snowy,6.20,2.58
8.11,6.92,47.47,2.00,4.00,5.35,1.09,1.00,average,cloudy,10.00,1.00
6.58,5.10,17.70,1.00,3.00,3.57,1.90,0.00,good,sunny,8.88,1.00
7.10,5.46,1.79,2.00,2.00,5.16,1.40,2.00,average,rainy,4.71,1.00
7.77,7.15,11.95,6.00,4.00,6.90,3.34,2.00,good,rainy,6.86,4.08
4.66,5.45,28.24,1.00,5.00,4.84,1.93,1.00,poor,snowy,9.96,1.00
6.21,6.81,31.61,4.00,5.00,2.92,0.62,0.00,good,snowy,10.00,2.53
8.19,4.41,13.65,4.00,3.00,7.33,1.74,0.00,good,sunny,8.22,2.18
5.12,7.62,45.03,2.00,4.00,7.78,3.12,2.00,average,rainy,10.00,2.33
7.44,5.64,6.23,1.00,3.00,5.74,1.13,0.00,average,cloudy,5.09,1.00
4.97,5.39,10.57,0.00,9.00,3.04,0.44,2.00,poor,sunny,7.16,1.44
7.70,2.46,45.77,2.00,2.00,3.24,2.73,5.00,average,cloudy,10.00,1.00
6.95,5.57,45.32,4.00,7.00,0.26,1.02,0.00,average,sunny,10.00,2.21
4.58,3.34,23.15,4.00,5.00,3.82,0.30,3.00,poor,cloudy,9.78,3.86
8.75,3.72,39.18,3.00,6.00,7.13,1.05,2.00,good,cloudy,10.00,2.16
5.90,3.37,1.86,5.00,5.00,3.63,2.22,2.00,good,cloudy,5.58,5.26
5.78,2.87,40.05,5.00,11.00,3.09,2.39,0.00,good,rainy,10.00,5.78
7.30,9.25,7.73,2.00,3.00,7.05,2.34,0.00,average,snowy,4.14,1.00
8.72,7.66,3.93,2.00,3.00,7.30,0.92,1.00,average,rainy,4.89,1.00
5.48,8.84,5.47,4.00,5.00,3.93,2.85,0.00,good,cloudy,3.86,2.68
7.09,2.55,10.82,1.00,5.00,6.02,2.68,0.00,average,snowy,8.71,1.00
7.64,5.14,5.79,4.00,3.00,3.26,2.43,0.00,average,cloudy,6.74,1.00
8.04,2.41,7.73,5.00,6.00,4.31,0.90,2.00,average,sunny,8.79,3.48
7.26,3.61,2.90,3.00,5.00,1.36,1.35,2.00,average,snowy,6.43,1.40
6.45,3.16,7.02,3.00,6.00,5.72,2.28,0.00,poor,rainy,6.77,1.98
5.76,7.48,16.99,4.00,2.00,4.79,2.55,1.00,poor,cloudy,6.43,2.19
7.13,4.21,11.66,1.00,5.00,3.66,0.95,1.00,average,snowy,8.05,1.00
5.39,7.14,8.51,3.00,6.00,4.82,3.72,0.00,average,rainy,5.03,2.38
2.62,6.21,27.44,4.00,2.00,4.57,1.83,0.00,good,sunny,8.05,3.57
7.65,9.61,44.79,3.00,8.00,3.35,2.92,1.00,average,cloudy,10.00,1.92
8.36,2.04,28.28,1.00,5.00,5.80,0.73,0.00,average,rainy,10.00,1.00
3.46,7.52,8.07,4.00,5.00,4.40,2.18,2.00,average,snowy,4.04,4.27
5.49,7.29,27.29,2.00,12.00,4.73,0.70,0.00,average,sunny,7.59,3.53
7.93,3.05,3.30,4.00,4.00,2.08,2.12,0.00,poor,cloudy,6.29,1.00
10.09,7.01,2.79,1.00,7.00,4.75,2.43,2.00,poor,rainy,5.88,1.00
7.03,5.67,8.48,4.00,5.00,4.64,2.49,1.00,average,sunny,5.07,2.83
5.91,4.55,32.97,2.00,3.00,3.35,1.23,0.00,poor,sunny,10.00,1.00
6.73,3.35,5.66,4.00,8.00,6.06,0.15,1.00,average,rainy,6.12,3.57
9.06,3.56,1.31,2.00,3.00,0.78,2.29,2.00,good,cloudy,7.83,1.00
6.03,9.10,2.82,7.00,3.00,4.04,1.57,1.00,average,rainy,2.89,5.00
5.80,5.00,39.14,3.00,6.00,5.62,1.57,2.00,poor,sunny,10.00,3.25
6.28,6.56,20.09,2.00,4.00,9.20,1.05,0.00,good,sunny,7.41,2.00
5.57,3.42,5.84,2.00,7.00,2.27,1.92,1.00,average,snowy,6.04,2.08
7.18,3.44,16.21,3.00,5.00,5.18,1.97,0.00,poor,cloudy,8.78,1.00
9.44,7.16,15.00,2.00,4.00,6.10,3.03,1.00,poor,rainy,8.51,1.00
7.48,2.30,21.31,0.00,3.00,5.13,0.00,0.00,average,cloudy,10.00,1.00
6.62,4.17,5.31,0.00,3.00,2.54,0.65,2.00,average,cloudy,6.57,1.00
6.56,5.07,39.96,4.00,6.00,4.03,2.43,0.00,poor,sunny,10.00,2.92
4.66,5.22,7.40,3.00,4.00,0.12,0.00,0.00,average,snowy,5.89,2.05
8.32,4.64,23.69,2.00,3.00,5.01,1.25,0.00,good,rainy,10.00,1.00
6.88,5.79,0.33,0.00,7.00,2.17,4.34,2.00,average,rainy,4.93,1.00
6.73,6.39,9.33,3.00,2.00,5.91,1.69,2.00,average,snowy,4.38,1.67
11.79,6.47,8.67,9.00,7.00,3.69,2.67,2.00,average,snowy,8.83,5.61
7.45,3.03,15.68,3.00,3.00,3.50,0.29,1.00,poor,sunny,9.49,1.26
5.87,4.43,1.51,5.00,6.00,5.33,2.67,1.00,average,sunny,5.31,3.82
6.36,7.39,31.23,7.00,5.00,5.52,1.59,2.00,good,rainy,9.08,6.29
8.72,6.79,4.91,4.00,4.00,6.74,2.26,1.00,poor,snowy,4.92,1.02
7.17,2.25,22.60,4.00,3.00,4.48,2.53,0.00,good,cloudy,10.00,1.25
4.84,5.70,32.51,1.00,4.00,4.79,1.46,1.00,average,cloudy,10.00,1.00
8.38,1.04,16.51,2.00,6.00,2.23,2.46,1.00,average,snowy,10.00,1.00
6.00,5.09,27.01,3.00,6.00,7.90,0.85,0.00,poor,rainy,9.31,3.19
9.81,8.80,21.69,4.00,3.00,3.13,2.02,0.00,average,cloudy,9.65,1.00
8.62,3.10,8.79,2.00,3.00,6.45,2.49,1.00,average,cloudy,8.32,1.00
6.33,3.33,33.09,2.00,4.00,6.46,1.43,0.00,average,snowy,10.00,1.00
8.92,6.53,6.98,0.00,7.00,5.80,1.01,0.00,average,sunny,5.41,1.00
7.10,1.91,16.94,2.00,5.00,4.53,1.51,0.00,average,cloudy,10.00,1.00
8.28,3.73,27.36,2.00,6.00,4.27,3.06,0.00,good,sunny,10.00,1.00
7.73,6.19,9.53,2.00,4.00,4.87,2.91,0.00,poor,cloudy,6.09,1.00
5.73,3.73,7.21,4.00,2.00,1.19,2.73,1.00,average,rainy,7.95,2.40
6.03,4.53,12.30,2.00,4.00,4.95,3.51,2.00,poor,sunny,7.83,1.10
8.54,6.49,34.07,4.00,6.00,7.97,2.01,1.00,average,rainy,10.00,2.24
6.50,5.84,53.16,3.00,6.00,4.55,2.18,1.00,good,sunny,10.00,1.83
6.39,5.53,15.75,1.00,7.00,4.93,0.01,1.00,poor,snowy,8.31,1.00
5.57,4.32,21.66,3.00,6.00,2.95,1.09,0.00,good,snowy,9.85,2.45
7.64,5.74,46.72,6.00,2.00,5.37,2.51,2.00,good,cloudy,10.00,4.04
10.09,4.75,2.07,4.00,6.00,3.44,2.87,2.00,average,rainy,6.85,1.00
5.40,5.92,5.28,2.00,5.00,6.70,0.71,0.00,poor,sunny,4.49,1.00
7.04,4.01,24.68,6.00,3.00,7.28,1.91,2.00,good,rainy,9.64,3.97
9.12,4.63,34.72,3.00,6.00,7.72,4.16,1.00,good,rainy,10.00,1.00
6.88,3.02,38.90,2.00,6.00,2.11,1.91,4.00,poor,cloudy,10.00,1.89
7.68,4.93,10.73,5.00,11.00,6.45,3.44,0.00,good,snowy,6.71,4.88
5.41,3.38,1.87,4.00,5.00,6.29,2.35,1.00,good,sunny,5.98,3.67
7.64,2.77,11.52,2.00,7.00,4.17,2.56,2.00,average,cloudy,8.44,1.21
6.72,5.52,5.25,4.00,5.00,7.39,1.09,1.00,good,rainy,5.46,2.50
8.48,5.43,6.88,2.00,4.00,5.83,0.39,1.00,average,snowy,6.72,1.00
8.78,6.57,29.59,1.00,1.00,7.75,2.72,0.00,average,snowy,10.00,1.00
10.88,4.14,1.57,3.00,7.00,2.46,2.31,4.00,average,sunny,7.26,1.40
7.87,5.82,35.16,2.00,5.00,3.57,2.06,1.00,poor,snowy,10.00,1.00
7.49,6.10,11.16,3.00,4.00,5.19,0.67,0.00,good,rainy,6.09,1.00
7.29,5.89,18.13,5.00,6.00,7.35,1.64,1.00,poor,snowy,7.74,3.47
6.47,3.35,1.88,3.00,1.00,5.91,1.38,1.00,average,rainy,6.00,1.00
7.51,5.30,8.23,2.00,3.00,3.10,1.48,1.00,good,sunny,7.84,1.00
6.56,5.73,1.88,0.00,5.00,8.55,2.23,1.00,average,rainy,3.56,1.00
7.25,5.01,65.16,2.00,8.00,4.41,2.71,1.00,average,snowy,10.00,1.45
8.98,0.83,32.93,2.00,5.00,3.17,2.29,3.00,average,snowy,10.00,1.00
5.49,5.32,12.31,5.00,2.00,3.45,2.19,0.00,average,sunny,7.11,3.40
8.71,9.43,5.06,1.00,11.00,2.34,2.11,0.00,good,sunny,4.21,1.00
8.98,4.28,54.20,1.00,8.00,0.51,1.83,0.00,average,snowy,10.00,1.00
6.82,3.54,8.45,2.00,3.00,4.77,1.17,2.00,average,sunny,6.34,1.00
3.82,5.75,3.51,2.00,7.00,1.89,2.05,0.00,average,rainy,3.92,1.40
6.09,5.62,16.56,3.00,5.00,5.63,2.75,0.00,poor,cloudy,7.21,1.88
8.95,7.39,57.57,1.00,3.00,6.97,1.88,0.00,poor,rainy,10.00,1.00
6.97,2.48,0.08,2.00,10.00,5.75,1.08,2.00,poor,rainy,5.99,2.42
5.50,6.46,5.44,1.00,6.00,5.09,0.80,0.00,average,sunny,4.62,1.00
6.24,6.18,55.76,0.00,7.00,1.92,1.05,1.00,average,cloudy,10.00,1.00
8.26,4.72,3.75,4.00,2.00,6.69,0.86,2.00,poor,snowy,6.07,1.00
7.82,5.68,2.40,2.00,4.00,8.89,4.89,0.00,poor,sunny,5.18,1.00
6.64,7.06,16.89,3.00,8.00,7.82,1.12,0.00,average,rainy,6.29,2.46
6.45,6.74,39.59,4.00,6.00,2.34,1.96,1.00,good,cloudy,10.00,2.61
6.41,2.71,12.97,4.00,4.00,4.84,1.91,1.00,average,sunny,7.69,3.35
5.62,6.64,104.30,6.00,7.00,4.43,3.41,2.00,poor,rainy,10.00,6.32
9.42,4.87,22.74,3.00,5.00,4.20,2.43,1.00,good,rainy,10.00,1.00
6.52,5.15,1.54,4.00,5.00,5.05,2.42,0.00,good,snowy,5.19,3.35
8.83,5.15,98.76,1.00,4.00,9.33,2.17,1.00,average,snowy,10.00,1.00
9.28,4.70,10.48,4.00,7.00,5.21,2.28,0.00,average,cloudy,7.89,2.66
8.50,7.38,6.78,5.00,7.00,4.11,2.32,0.00,average,rainy,5.49,3.50
6.35,4.83,16.32,0.00,5.00,5.60,1.37,1.00,good,rainy,8.04,1.00
7.61,2.76,7.26,1.00,2.00,2.37,1.08,2.00,average,snowy,7.82,1.00
6.96,4.21,1.81,5.00,5.00,3.57,2.06,1.00,good,rainy,6.12,2.76
5.64,5.36,0.03,5.00,1.00,6.97,1.46,1.00,poor,snowy,2.83,2.87
7.49,7.46,11.94,5.00,3.00,5.38,2.18,0.00,average,rainy,6.44,2.05
5.23,6.21,36.26,3.00,11.00,9.20,0.92,0.00,good,snowy,10.00,4.27
8.78,3.30,16.99,3.00,4.00,5.54,0.53,1.00,good,snowy,9.88,1.00
6.30,9.97,142.80,5.00,6.00,2.51,0.72,1.00,good,cloudy,10.00,3.79
7.30,5.53,6.76,4.00,5.00,1.83,1.93,2.00,good,rainy,7.25,2.11
7.42,7.55,6.58,2.00,11.00,7.00,0.38,1.00,good,rainy,3.99,2.27
6.61,4.70,3.48,1.00,5.00,2.92,3.95,0.00,average,snowy,6.19,1.00
7.88,6.07,3.58,3.00,7.00,2.74,3.95,1.00,average,rainy,6.05,2.63
6.29,6.68,6.71,3.00,6.00,3.97,2.89,0.00,average,snowy,6.00,1.73
8.31,7.44,31.49,5.00,6.00,6.99,1.63,1.00,average,cloudy,9.13,3.64
4.98,7.11,47.24,5.00,7.00,4.26,1.52,1.00,average,cloudy,10.00,4.72
7.19,6.74,73.85,4.00,6.00,3.32,2.30,1.00,average,snowy,10.00,3.03
9.91,4.37,5.29,2.00,5.00,7.43,2.60,1.00,poor,sunny,5.81,1.00
5.50,3.86,42.62,1.00,2.00,7.08,2.30,2.00,poor,cloudy,10.00,1.00
5.98,5.67,7.96,4.00,3.00,8.33,0.69,0.00,good,rainy,4.66,3.70
7.77,6.87,2.39,2.00,2.00,7.70,1.81,0.00,poor,snowy,4.40,1.00
7.27,4.55,40.81,2.00,4.00,7.12,2.53,0.00,poor,snowy,10.00,1.00
7.53,7.13,20.22,3.00,6.00,3.50,0.00,0.00,average,cloudy,8.41,1.66
7.73,7.91,3.60,1.00,2.00,6.32,0.89,0.00,average,snowy,4.87,1.00
7.95,3.17,11.24,3.00,6.00,7.43,2.53,0.00,average,cloudy,7.72,1.18
8.66,3.33,6.77,3.00,6.00,8.71,1.69,2.00,poor,snowy,6.77,3.07
7.61,4.72,26.70,10.00,7.00,5.34,1.69,2.00,poor,cloudy,10.00,9.50
6.64,5.62,12.08,2.00,5.00,4.02,3.11,1.00,good,rainy,7.01,1.00
8.01,3.95,90.71,2.00,2.00,3.23,1.95,1.00,good,sunny,10.00,1.00
9.85,7.70,1.13,3.00,2.00,6.96,1.53,1.00,poor,sunny,5.14,1.00
6.80,5.85,8.77,9.00,7.00,3.67,1.69,1.00,average,sunny,6.88,7.30
5.54,5.08,13.15,3.00,3.00,5.21,1.72,1.00,average,sunny,6.09,1.50
8.66,2.13,13.99,2.00,8.00,3.24,1.17,4.00,good,cloudy,9.77,1.08
6.82,2.37,7.59,2.00,3.00,4.68,1.78,0.00,average,snowy,7.74,1.00
3.74,5.56,26.13,2.00,3.00,5.88,0.86,1.00,average,sunny,8.19,1.66
8.27,0.73,41.55,2.00,6.00,5.54,1.67,0.00,average,snowy,10.00,1.00
6.20,7.03,55.85,2.00,6.00,6.48,1.48,1.00,average,cloudy,10.00,1.93
6.86,4.68,32.70,4.00,4.00,2.25,2.23,0.00,average,cloudy,10.00,1.09
7.50,11.49,38.02,1.00,5.00,4.77,3.51,1.00,average,sunny,9.51,1.00
7.29,9.62,15.99,0.00,7.00,4.06,2.26,0.00,good,rainy,5.56,1.00
8.06,4.64,34.96,2.00,5.00,3.04,2.10,0.00,average,sunny,10.00,1.00
6.35,4.79,7.23,7.00,5.00,3.50,2.23,2.00,average,snowy,5.79,5.75
7.77,6.99,10.17,2.00,5.00,3.21,1.14,0.00,good,sunny,6.65,1.00
6.61,8.41,7.62,2.00,4.00,5.70,2.70,1.00,good,cloudy,4.46,1.00
8.11,1.72,12.60,3.00,6.00,5.80,2.41,2.00,average,cloudy,8.76,1.00
7.92,1.43,6.73,3.00,2.00,6.75,1.96,1.00,average,snowy,8.74,1.00
5.60,3.76,65.20,2.00,4.00,5.66,2.35,0.00,average,snowy,10.00,1.00
8.63,6.17,7.50,4.00,5.00,5.32,2.33,0.00,poor,snowy,6.65,1.80
6.20,5.99,2.06,5.00,7.00,5.16,2.33,1.00,average,sunny,4.24,4.26
8.21,7.14,14.97,4.00,3.00,6.35,2.99,1.00,good,sunny,7.00,2.14
7.55,2.60,1.18,2.00,9.00,0.79,1.24,1.00,average,rainy,7.39,1.07
9.76,0.37,2.34,5.00,2.00,4.88,3.31,0.00,poor,snowy,8.44,1.00
6.66,6.72,4.95,2.00,3.00,5.63,0.40,2.00,poor,rainy,4.69,1.04
6.48,3.34,12.49,2.00,6.00,8.58,2.66,0.00,average,rainy,7.73,1.00
6.97,0.96,11.36,4.00,5.00,2.78,2.17,2.00,average,cloudy,9.13,3.05
6.55,5.29,32.16,4.00,7.00,2.71,1.04,2.00,average,rainy,10.00,3.64
8.20,6.59,26.90,2.00,2.00,0.46,3.03,2.00,average,cloudy,10.00,1.00
4.58,4.76,11.11,6.00,8.00,2.22,0.19,1.00,poor,snowy,7.40,5.79
5.42,4.08,8.12,3.00,7.00,4.70,3.63,1.00,average,cloudy,7.04,3.58
5.40,4.68,7.61,7.00,2.00,3.55,4.26,0.00,average,snowy,6.81,5.41
8.43,4.26,29.74,1.00,6.00,3.51,1.84,1.00,average,sunny,10.00,1.00
9.57,2.30,1.07,1.00,3.00,5.05,0.97,2.00,average,rainy,6.60,1.00
6.84,3.57,0.26,2.00,4.00,6.16,1.42,2.00,average,snowy,5.15,1.21
6.75,6.04,31.75,0.00,5.00,5.03,2.98,1.00,good,sunny,10.00,1.00
7.11,5.64,12.97,4.00,4.00,5.05,1.68,1.00,good,sunny,6.66,2.38
8.74,5.34,2.81,5.00,6.00,5.81,0.00,0.00,good,snowy,4.94,3.44
5.61,3.01,5.37,2.00,5.00,1.33,2.38,1.00,poor,cloudy,6.26,1.74
7.36,4.64,53.91,1.00,6.00,5.26,2.89,2.00,average,snowy,10.00,1.00
8.46,0.65,39.25,2.00,3.00,4.85,2.51,0.00,average,rainy,10.00,1.00
7.75,5.36,24.74,9.00,4.00,4.99,2.67,3.00,good,sunny,10.00,6.68
7.28,7.86,13.16,3.00,3.00,3.83,3.60,0.00,good,cloudy,6.48,1.00
8.50,2.05,14.69,2.00,4.00,4.59,1.79,1.00,good,snowy,10.00,1.00
2.95,3.83,73.97,6.00,4.00,5.81,3.72,1.00,poor,snowy,10.00,5.58
8.02,5.66,67.49,5.00,5.00,8.22,1.85,1.00,good,sunny,10.00,4.39
6.02,7.51,4.85,1.00,4.00,1.62,3.13,2.00,good,snowy,5.15,1.00
4.25,4.10,33.33,1.00,6.00,6.14,1.86,0.00,poor,rainy,10.00,1.00
7.77,3.62,4.39,4.00,5.00,7.44,4.04,0.00,average,cloudy,6.17,2.28
9.06,1.06,4.80,0.00,7.00,2.46,2.65,0.00,average,rainy,9.47,1.00
6.79,5.21,22.55,1.00,5.00,4.64,1.90,2.00,average,sunny,9.12,1.00
8.43,9.08,10.38,1.00,5.00,5.55,0.80,0.00,average,cloudy,5.28,1.00
9.42,5.55,53.63,2.00,6.00,9.02,2.21,1.00,good,sunny,10.00,1.00
8.97,4.96,1.86,6.00,3.00,9.35,1.18,0.00,good,sunny,5.31,2.41
9.46,5.64,14.33,2.00,7.00,2.46,2.44,1.00,good,rainy,8.73,1.00
8.11,4.98,50.15,8.00,6.00,4.40,2.66,3.00,average,cloudy,10.00,7.31
7.11,3.37,46.89,2.00,7.00,5.40,3.04,0.00,average,sunny,10.00,1.00
4.60,6.65,3.40,1.00,7.00,6.11,2.54,1.00,average,rainy,3.64,1.45
6.63,5.45,9.13,3.00,5.00,5.40,2.08,0.00,average,rainy,5.33,1.95
5.74,5.04,19.31,2.00,5.00,3.10,3.32,2.00,poor,cloudy,9.13,1.48
10.26,3.05,3.47,2.00,5.00,3.02,3.44,0.00,good,snowy,8.34,1.00
6.74,7.61,68.85,1.00,7.00,1.92,0.95,1.00,average,snowy,10.00,1.00
7.18,6.33,49.24,4.00,3.00,0.96,3.76,1.00,poor,sunny,10.00,1.25
7.83,3.89,3.65,3.00,6.00,1.87,3.23,0.00,poor,snowy,7.47,1.97
7.07,7.00,2.58,1.00,6.00,7.32,1.15,2.00,good,cloudy,3.65,1.00
9.54,4.00,1.79,2.00,3.00,6.42,0.12,1.00,average,snowy,6.95,1.00
6.07,3.44,48.04,2.00,8.00,6.11,3.20,1.00,average,cloudy,10.00,2.19
7.29,3.48,4.30,2.00,7.00,4.55,2.21,2.00,good,sunny,7.49,1.52
5.89,1.46,10.77,4.00,3.00,4.92,1.54,0.00,average,snowy,8.22,2.75
5.02,5.94,11.92,8.00,4.00,4.46,2.31,1.00,poor,cloudy,6.76,7.52
6.08,1.34,18.28,5.00,2.00,1.83,3.19,1.00,average,cloudy,10.00,2.46
6.94,2.54,1.49,2.00,4.00,6.30,0.00,0.00,poor,cloudy,5.63,1.00
6.36,0.85,5.14,4.00,3.00,6.71,2.13,0.00,poor,rainy,7.24,1.59
5.96,4.83,53.62,2.00,5.00,2.70,2.06,0.00,good,sunny,10.00,1.00
4.89,4.70,47.81,3.00,6.00,2.70,3.50,2.00,average,cloudy,10.00,3.10
6.88,4.35,30.40,3.00,6.00,5.70,2.83,0.00,average,rainy,10.00,2.15
4.74,2.91,0.39,6.00,4.00,5.69,2.82,1.00,average,rainy,5.01,5.70
8.14,2.66,7.92,7.00,4.00,6.47,1.56,1.00,average,cloudy,7.88,4.02
7.12,5.93,19.78,3.00,5.00,7.83,2.67,2.00,average,sunny,7.46,1.78
4.81,3.90,6.44,3.00,8.00,2.88,1.51,0.00,poor,snowy,6.89,2.86
6.54,5.63,48.07,2.00,5.00,4.84,1.89,1.00,average,rainy,10.00,1.00
5.87,3.23,20.10,2.00,8.00,3.00,2.57,1.00,average,cloudy,9.14,1.45
7.48,5.36,1.49,1.00,2.00,3.14,2.09,2.00,average,sunny,5.56,1.00
9.01,7.61,47.94,4.00,7.00,4.14,2.32,0.00,average,sunny,10.00,2.62
4.19,6.17,63.29,3.00,11.00,7.88,3.31,0.00,poor,cloudy,10.00,4.46
7.17,4.18,1.62,1.00,4.00,7.21,1.64,6.00,average,rainy,5.12,1.00
6.76,5.51,15.20,4.00,6.00,4.85,0.96,2.00,good,snowy,5.96,2.91
